sample	station	event_date	marine_biome	ocean_region	biogeo_province	depth	biomeplot	polar	complete	coral_station	Season	Season.moment	Month	Season.code	Season.moment.code	Depth.nominal	Depth.top.min	Depth.bottom.max	Marine.biome	Ocean.region	Biogeographical.province	pH	CO2	CO2.partial.pressure	CO2.fugacity	HCO3	CO3	Carbon.total	Alkalinity.total	Calcite.saturation.state	Aragonite.saturation.state	NO2	PO4	NO2NO3	Si	NO3	Temperature	Conductivity	Salinity	Density	Oxygen	ChlorophyllA	Ang.scat.coef.470nm	Opt.backscat.coef.470nm	Part.backscat.coef	Fluorescence	Opt.beam.att.coef.660nm	Part.beam.att.coef	PAR.PC	PAR.TO	Ice.free.period	Moon.phase.prop	Sunshine.duration	Iron.5m	Iron.5m.v2	Ammonium.5m	NO2.5m	NO3.5m	NPP.uqartakuvik	NPP.vgpm	Gradient.Surface.temp.SST.	Okubo.Weiss	Lyapunov	Residence.time	acCDOM	acCDOM.atsushi	sCDOM.atsushi	Depth.euph.zone	Depth.Mixed.Layer	Depth.chloro.max	Depth.max.Brunt.Väisälä	Depth.Max.O2	Depth.Min.O2	Depth.nitracline	Carbon.flux	miTAG.SILVA.Taxo.Richness	miTAG.SILVA.Phylo.Diversity	miTAG.SILVA.Chao	miTAG.SILVA.ace	miTAG.SILVA.Shannon	OG.Shannon	OG.Richness	OG.Evenness	FC.heterotrophs.cells.mL	FC.autotrophs.cells.mL	FC.bacteria.cells.mL	FC.picoeukaryotes.cells.mL	minimum.generation.time.h	OR	lat	long
TARA_188_SRF	TARA_188	2013-08-15	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	SRF	Polar	Polar	yes	no	summer	middle	8	2	2	5	3	7	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	7.952	NA	NA	NA	0.2274	0	1.68195	0.0316	0.09535	0.03375	0.074	0.216027	0.513	0.465648	NA	-1.649738	26.158029	32.950844	26.511331	388.303875	1.417326	0.000604	0.002346	0.0041	2.853854	0.337956	0.289462	82.927971	NA	NA	0.62	1440	0.00130413905329381	0.001304139053	0.00225790410892538	0.0107508251579323	4.44297659397125	NA	NA	2.8604	-0.072783	0	0	NA	0.0361360845	0.0182166835	NA	27	19	20	14	27	NA	8.80041788888889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AO	78.2518	91.8557
TARA_189_SRF	TARA_189	2013-08-27	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	SRF	Polar	Polar	yes	no	summer	middle	8	2	2	5	3	7	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	7.857	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.10149	24.424061	28.82053	23.11621	363.6485	0.815481	0.000458	0.00135	0.00305	5.496034	0.213073	0.160065	36.980174	NA	284.5	0.59	1215	0.00127005092023561	0.00127005092	0.000620583539178673	0.00842355004472969	4.56070709228516	NA	NA	NA	NA	0	0	NA	0.1186366189	0.0185064801	NA	150	21	6	13	1010	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AO	77.9028	117.1545
TARA_189_DCM	TARA_189	2013-08-27	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	DCM	Polar	Polar	yes	no	summer	late	8	2	3	20	18	22	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.607125	26.870424	32.726735	26.29815	371.05845	0.892787	0.000423	0.001108	0.00285	4.162668	0.241593	0.188585	5.979815	NA	284	0.59	1214	0.00127005092023561	0.00127005092	0.000620583539178673	0.00842355004472969	4.56070709228516	NA	NA	0.68124	NA	0	0	NA	0.1186366189	0.0185064801	NA	499	20	5	13	618	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AO	77.9028	117.1545
TARA_191_SRF	TARA_191	2013-09-02	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	SRF	Polar	Polar	yes	no	unknown	unknown	9	NA	NA	5	3	7	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	7.74	NA	NA	NA	0.0083	0.0039	0.05735	0.00085	0.003	7e-04	0.07525	1.195806	1.06325	19.646147	NA	1.48885	25.105613	28.41685	22.7306	340.44375	0.431723	0.020354	0.138858	0.140534	6.44771	5.4281	5.376295	4.612347	NA	284	0.09	936	0.00136062200181186	0.001360622002	0.00026044325828245	0.00879067892416666	7.26876378059387	NA	NA	NA	-0.089788	0	2.777778	NA	0.098825467	0.0178381158	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AO	71.5111	160.9867
TARA_193_SRF	TARA_193	2013-09-08	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	SRF	Polar	Polar	yes	no	summer	late	9	2	3	5	3	7	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	7.964	NA	NA	NA	0.002	0.0072	0.1744	0.0031	0.0078	0.0063	0.125	1.614977	6.2695	30.149509	0	2.4534	26.317622	29.0291	23.1614	339.4475	0.58652	0.000685	0.00291	0.004585	2.524221	0.286959	0.235155	74.279057	4.166652	289	0.1	873	0.00070253733156278	0.0007025373316	0.0060298527047659	0.0959244507054488	14.0349630514781	NA	NA	2.0072	NA	0	0	0.0479707438498735	0.0698942034	0.0135145646	41.0898876190186	17	13	25	27	35	30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AO	71.0704	174.9916
TARA_194_SRF	TARA_194	2013-09-11	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	SRF	Polar	Polar	yes	no	summer	late	9	2	3	5	3	7	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	7.963	NA	NA	NA	0	0.0037	0.0658	0.0032	0.0061	0.0043	0.126	0.361653	0.2285	1.424261	0	-0.585333	23.023237	27.442	22.016175	368.662625	0.404899	0.000478	0.001143	0.002825	2.417638	0.170953	0.119149	71.887758	NA	289	0.37	864	0.000713809480657801	0.0007138094807	0.00294342708851521	0.0864545510460933	12.0937034289042	NA	NA	2.2379	NA	0	0	NA	NA	NA	NA	33	41	4	26	74	61	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AO	73.3006	-168.7955
TARA_194_DCM	TARA_194	2013-09-12	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	DCM	Polar	Polar	yes	no	summer	late	9	2	3	35	33	37	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	NA	NA	NA	NA	0.0212	0	0.2799	0.0017	0.0065	0.00185	0.441	0.866194	1.9045	5.566842	0	-0.987833	25.627474	31.56495	25.370225	396.848083	0.544297	0.000504	0.001657	0.003393	3.843304	0.162656	0.110852	4.803126	NA	287	0.48	853	0.000713809480657801	0.0007138094807	0.00294342708851521	0.0864545510460933	12.0937034289042	NA	NA	1.8125	NA	0	0	NA	NA	NA	NA	14	30	10	25	81	39	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AO	73.3006	-168.7955
TARA_196_SRF	TARA_196	2013-09-14	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	SRF	Polar	Polar	yes	no	summer	late	9	2	3	5	3	7	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	7.913	NA	NA	NA	0.00425	0.00885	0.22775	0.02025	0.0429	0.01855	0.0865	0.430504	0.4235	2.822912	1.604622	2.5694	26.056278	28.60925	22.8182	336.04075	0.485962	0.002363	0.014501	0.016171	4.533623	0.758519	0.706714	30.661175	NA	298	0.7	822	0.000241070599561984	0.0002410705996	0.0284538995474577	0.258621321370204	3.97937967876593	NA	NA	1.3129	NA	0	0	NA	0.1027646068	0.0165100028	NA	14	14	21	27	173	43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AO	71.8748	-154.9246
TARA_201_SRF	TARA_201	2013-09-30	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	SRF	Polar	Polar	yes	no	autumn	early	9	3	1	5	3	7	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	7.802	NA	NA	NA	0.071	0.0088	0.3843	0.0038	0.0129	0.0046	0.0775	0.526245	1.328	2.062045	3.75923	-1.32986	24.77155	30.70185	24.678167	368.52475	0.79676	0.000475	0.001221	0.002947	3.00669	0.224574	0.141102	20.479241	2.995157	278	0.2	657	0.000958759172741945	0.0009587591727	0.000747411436653541	0.01022430837232	6.63455661137899	NA	NA	NA	NA	0	0	NA	0.04601920555	0.01713083095	NA	20	24	29	13	506	44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AO	74.2958	-85.704
TARA_201_DCM	TARA_201	2013-09-30	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	DCM	Polar	Polar	yes	no	autumn	early	9	3	1	36	27	45	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	NA	NA	NA	NA	0.0445	0	0.5729	0	0.0026	0.0015	0.025	0.6443	2.133	4.087196	5.355932	-0.409335	26.488036	31.947283	25.654808	343.877833	0.879487	0.000578	0.001815	0.003545	3.403455	0.21237	0.128897	0.546445	0.05962	278	0.2	657	0.000958759172741945	0.0009587591727	0.000747411436653541	0.01022430837232	6.63455661137899	NA	NA	NA	NA	0	0	NA	0.04601920555	0.01713083095	NA	150	28	8	13	146	42	67.155927	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AO	74.2958	-85.704
TARA_205_SRF	TARA_205	2013-10-08	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	SRF	Polar	Polar	yes	no	autumn	early	10	3	1	5	3	7	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	7.898	NA	NA	NA	0.08155	0	0.8194	0.00315	0.0082	0.0034	0.0895	0.560568	0.411	0.298067	3.880872	-0.479225	26.388049	31.99537	25.7008	353.1935	1.1319	0.000507	0.001603	0.003335	3.112706	0.242497	0.181788	31.503042	NA	296	0.14	584	0.000596423279300022	0.0005964232793	0.0189475159471234	0.152390116204818	1.68481968839963	NA	NA	0.50422	0.189964	0.113334	0	NA	0.0423914875	0.0175618537	NA	245	33	55	16	296	52	30.6483282222222	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AO	72.4376	-71.8843
TARA_206_SRF	TARA_206	2013-10-12	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	SRF	Polar	Polar	yes	no	autumn	early	10	3	1	5	3	7	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	7.973	NA	NA	NA	0.0084	0.0607	0.1842	0.02145	0.0461	0.01595	0.128	0.220883	1.24175	1.04231	3.615087	1.445315	27.997549	32.08329	25.673125	328.54665	0.771475	0.00062	0.002381	0.004098	2.515363	0.25179	0.191082	25.803359	NA	356	0.56	560	0.000494335637389061	0.0004943356374	0.0227937546248237	0.193231910467148	0.170150638868411	NA	NA	NA	NA	0	0	NA	0.038566534	0.015624481	NA	205	14	35	15	472	505	7.23975422222222	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AO	70.9203	-53.6362
TARA_208_SRF	TARA_208	2013-10-20	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	SRF	Polar	Polar	yes	no	autumn	early	10	3	1	5	3	7	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	NA	NA	NA	NA	0.01	0.0221	0.08585	0.0072	0.01855	0.00515	0.1665	0.312072	1.916	0.819597	1.791002	3.1965	30.183032	32.99175	26.265	303.326	0.39292	0.000459	0.001266	0.002978	2.6962	0.121422	0.060714	2.751917	NA	347	0.98	508	0.000453137031096655	0.0004531370311	0.0204536275317272	0.259672788282235	0.480761975049973	NA	NA	1.5239	-0.016382	0	0	NA	0.0441591414	0.0165697483	NA	141	13	112	13	316	342	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AO	69.0936	-51.6463
TARA_209_SRF	TARA_209	2013-10-23	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	SRF	Polar	Polar	yes	no	autumn	early	10	3	1	5	3	7	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.131005	2.496125	29.303726	32.603119	26.011175	323.901563	0.825917	0.000526	0.00177	0.003484	2.723684	0.23089	0.170181	6.417754	1.365255	365	0.81	531	0.000488830803078599	0.0004888308031	0.0294335763901472	0.298488219579061	0.505696425835292	NA	NA	3.0908	-0.050291	0	5.666667	NA	0.0422465063	0.0175481755	NA	17	18	94	15	498	498	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AO	64.6878	-53.9663
TARA_210_SRF	TARA_210	2013-10-27	Polar Biome	[AO] Arctic Ocean (MRGID:1906)	[BPLR] Boreal Polar Province (MRGID:21450)	SRF	Polar	Polar	yes	no	autumn	middle	10	3	2	5	3	7	Polar Biome	[NAO] North Atlantic Ocean (MRGID:1912)	[BPLR] Boreal Polar Province (MRGID:21450)	NA	NA	NA	NA	0.0063	0.04545	0.1275	0.00775	0.022125	0.006975	0.31575	0.511975	5.8035	2.252584	8.286479	5.295265	33.036724	34.212769	27.017281	293.84675	0.613636	0.000435	0.001252	0.002962	2.274721	0.176337	0.119398	26.400442	1.704362	365	0.45	535	0.000208521467963389	0.000208521468	0.0351793064425389	0.348001956939697	2.06166781981786	NA	NA	0.63142	0.215913	0.078105	0	NA	0.0157028672	0.0215135391	NA	252	14	75	14	123	74	5.10869330555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NAO	61.5209	-55.9973
