Dataset	Station	Tara_Sample_ID	"Depth, nominal"	Fraction_size	Latitude	Longitude	Zooplankton	Copepoda	Rhizaria	Cnidaria	Tunicata	Eumalacostraca	Pteropoda	Chaetognatha	Other_large	Other_small	Other_unidentified	Small_grazers	Diatoms	Dinoflagelates	Acartiidae	Aetideidae	Arietellidae	Augaptilidae	Calanidae	Calanoida_unidentified	Candaciidae	Centropagidae	Corycaeidae	Eucalanidae	Euchaetidae	Harpacticoida	Heterorhabdidae	Lubbockiidae	Metridinidae	Monstrilloida	Oithonidae	Oncaeidae	Paracalanidae	Pontellidae	Rhincalanidae	Sapphirinidae	Temoridae	All Calanoida	All Cyclopoida	All Harpacticoida	All Monstrilloida	All Poecilostomatoida	Copepoda_unidentified
wp2	TARA_109	TARA_P100001544	0-100	200	1.9714	-84.5538	1130.89	870.05	69.88	7.61	71.27	6.23	4.50	21.45	29.41	19.72	38.05	31.14	0.00	0.00	3.46	0.00	0.00	0.00	0.69	399.57	1.38	0.35	95.83	12.80	7.61	2.77	1.04	0.00	0.35	0.00	118.31	173.66	22.83	0.35	0.35	1.38	1.73	452.50	118.31	2.77	0.00	270.88	19.37
wp2	TARA_110	TARA_P100001568	0-100	200	-1.8724	-84.6199	4767.51	3105.60	310.56	0.00	256.00	25.18	83.93	67.15	373.51	71.34	503.61	507.80	0.00	0.00	29.38	0.00	0.00	0.00	4.20	1624.10	0.00	0.00	155.28	104.92	25.18	8.39	0.00	0.00	8.39	0.00	285.38	532.98	71.34	0.00	0.00	8.39	8.39	1875.90	285.38	8.39	0.00	696.66	188.85
wp2	TARA_111	TARA_P100001621	0-100	200	-18.7342	-103.3320	576.88	346.30	36.82	6.14	36.38	14.90	21.92	66.19	27.18	8.77	26.30	18.41	0.00	0.88	19.29	0.00	0.00	1.75	0.00	99.95	1.75	0.00	40.33	1.75	0.00	0.88	1.75	0.00	8.33	0.00	126.68	28.93	4.82	0.00	0.00	0.44	2.19	141.59	126.68	0.88	0.00	69.70	16.66
wp2	TARA_112	TARA_P100001461	0-100	200	-23.2247	-130.1108	73.96	52.63	6.24	0.50	3.82	0.10	1.71	1.91	3.02	3.32	3.82	0.81	0.00	0.20	0.40	0.00	0.00	0.00	0.30	18.21	1.01	0.00	10.47	0.00	2.72	0.10	0.70	0.00	2.31	0.00	12.48	2.62	0.10	0.00	0.00	0.10	0.10	25.86	12.48	0.10	0.00	13.18	1.71
wp2	TARA_113	TARA_P100001482	0-50	200	-23.1108	-134.9329	2847.58	2393.80	17.78	0.44	92.00	22.67	152.89	38.67	22.22	107.11	42.67	0.00	0.00	0.00	17.78	0.00	0.00	0.00	3.56	2201.80	0.00	0.00	4.44	0.00	0.44	0.00	0.00	0.00	4.00	0.00	8.44	10.67	0.00	0.00	0.00	0.00	0.00	2227.60	8.44	0.00	0.00	15.11	139.11
wp2	TARA_122	TARA_P100001438	0-100	200	-9.0359	-139.2573	1022.70	409.21	320.00	0.65	21.98	8.40	68.53	43.31	107.96	9.05	142.22	36.20	0.00	0.00	31.68	0.00	0.00	0.00	0.65	239.84	1.94	1.94	61.41	2.59	4.53	0.00	0.00	0.00	1.29	0.00	34.91	3.88	3.88	0.00	1.29	1.29	0.00	289.62	34.91	0.00	0.00	66.59	25.86
wp2	TARA_123	TARA_P000000482	0-100	200	-8.9054	-140.2836	648.31	518.23	19.37	2.08	42.90	2.77	25.60	7.61	4.15	17.30	13.84	10.38	0.00	0.00	15.22	0.00	0.00	0.00	5.54	377.08	0.69	0.00	32.52	2.08	2.08	0.00	0.00	0.00	1.38	0.00	26.98	8.99	6.92	0.69	0.00	0.00	0.00	411.68	26.98	0.00	0.00	41.51	44.28
wp2	TARA_125	TARA_P100001010	0-100	200	-8.8993	-142.5806	1273.69	882.76	129.89	1.26	73.14	18.92	34.05	47.92	36.57	41.62	47.92	10.09	0.00	2.52	143.76	0.00	0.00	0.00	7.57	453.99	2.52	0.00	95.84	2.52	10.09	7.57	0.00	0.00	0.00	0.00	44.14	37.83	26.48	0.00	0.00	1.26	0.00	646.94	44.14	7.57	0.00	134.94	65.58
wp2	TARA_126	TARA_P100001405	0-100	200	-11.9774	-151.1478	234.46	185.18	6.01	0.43	8.62	4.45	2.56	14.20	2.98	6.20	5.44	4.02	0.00	0.00	11.93	0.00	0.00	0.00	2.04	84.31	2.65	0.19	22.20	1.99	4.59	0.57	0.00	0.00	0.38	0.00	33.75	3.98	3.46	0.19	0.24	1.33	0.00	111.95	33.75	0.57	0.00	27.50	8.14
wp2	TARA_128	TARA_P000000767	0-85	200	-0.3946	-153.4221	2579.48	2081.40	91.83	2.78	111.30	30.61	13.91	69.57	36.17	52.87	97.39	97.39	0.00	0.00	44.52	0.00	0.00	0.00	8.35	1346.80	8.35	2.78	128.00	36.17	50.09	0.00	0.00	0.00	0.00	0.00	58.44	183.65	19.48	0.00	2.78	2.78	0.00	1519.30	58.44	0.00	0.00	314.43	548.17
wp2	TARA_129	TARA_P000000783	0-100	200	6.3146	-153.2110	741.25	362.23	86.03	0.83	10.03	18.86	6.55	13.71	7.64	16.00	19.27	222.39	0.00	0.00	3.06	0.00	0.00	0.05	0.68	197.66	2.29	0.00	33.46	1.56	4.31	0.05	0.05	0.00	0.42	0.00	40.10	60.52	2.55	0.68	0.00	1.25	0.00	213.30	40.10	0.05	0.00	95.22	32.05
wp2	TARA_130	TARA_P000000786	0-100	200	11.2599	-152.4187	407.40	280.20	25.60	0.80	13.60	0.80	12.00	15.60	5.20	10.00	13.20	45.20	0.00	0.00	6.40	0.00	0.00	0.20	1.60	127.20	3.40	0.00	37.20	0.60	7.80	0.00	0.20	0.00	1.60	0.00	39.20	32.80	4.80	0.00	0.00	2.20	0.00	153.80	39.20	0.00	0.00	72.20	28.40
wp2	TARA_131	TARA_P100001069	0-100	200	22.7519	-158.0013	74.44	49.67	0.68	2.22	4.45	0.74	1.98	1.73	3.15	4.76	4.08	4.82	0.00	0.74	0.56	0.00	0.00	0.00	0.93	21.93	0.74	0.00	1.11	1.17	2.59	0.49	0.00	0.00	0.00	0.00	13.90	4.45	0.25	0.00	0.00	0.06	0.00	28.17	13.90	0.49	0.00	5.62	3.58
wp2	TARA_132	TARA_P100001084	0-100	200	32.0050	-157.5693	247.25	202.31	14.47	2.84	7.00	1.44	1.56	5.09	2.50	6.38	3.75	4.75	0.00	0.00	15.44	0.00	0.00	1.38	3.00	88.72	0.25	0.00	8.56	0.41	1.38	0.06	0.28	0.00	0.78	0.00	44.44	22.38	8.50	0.00	0.00	0.31	0.00	120.13	44.44	0.06	0.00	31.25	3.38
wp2	TARA_133	TARA_P100001110	0-100	200	35.0127	-127.3227	549.19	447.41	13.41	0.15	38.89	3.41	1.26	2.37	6.07	29.93	12.22	8.74	0.00	0.00	3.26	0.00	0.00	0.00	1.26	342.22	0.00	0.00	2.44	0.00	0.00	0.07	0.00	0.00	8.74	0.00	83.41	1.19	0.07	0.00	0.00	0.00	0.00	355.56	83.41	0.07	0.00	3.63	33.41
wp2	TARA_134	TARA_P100001127	0-100	200	32.6714	-121.9884	181.48	129.72	5.58	1.29	1.50	0.43	3.65	2.58	6.66	22.34	18.90	7.73	0.00	0.00	0.21	0.00	0.00	0.00	2.58	103.73	0.00	0.00	6.01	0.43	0.00	0.43	0.00	0.00	0.21	0.00	2.79	4.08	0.00	0.00	0.00	0.00	0.00	107.17	2.79	0.43	0.00	10.09	8.81
wp2	TARA_135	TARA_P100001401	0-100	200	33.0171	-121.3860	423.05	280.19	17.52	32.10	8.19	0.29	1.71	4.38	19.71	29.24	28.67	31.33	0.00	0.00	1.52	0.00	0.00	0.00	8.19	225.43	0.00	0.00	1.62	1.81	0.00	3.05	0.00	0.00	3.05	0.00	23.81	3.05	0.00	0.10	0.19	0.00	0.00	240.29	23.81	3.05	0.00	4.67	34.48
wp2	TARA_136	TARA_P100001182	0-100	200	21.7716	-119.3529	2631.58	1818.40	71.53	11.29	276.71	18.82	88.47	88.47	128.00	112.94	175.06	24.47	0.00	15.06	0.00	0.00	0.00	0.00	3.76	760.47	0.00	15.06	199.53	97.88	28.24	0.00	0.00	0.00	32.00	0.00	96.00	474.35	30.12	1.88	0.00	1.88	7.53	976.94	96.00	0.00	0.00	675.76	167.53
wp2	TARA_137	TARA_P100001144	0-100	200	13.8196	-115.8975	4188.60	3466.90	32.68	0.00	175.66	0.00	134.81	62.64	107.57	76.26	106.21	152.51	0.00	0.00	43.57	0.00	0.00	0.00	10.89	1756.60	2.72	0.00	220.60	85.79	76.26	21.79	0.00	0.00	50.38	0.00	247.83	797.96	32.68	0.00	0.00	2.72	10.89	2069.80	247.83	21.79	0.00	1021.30	427.57
wp2	TARA_138	TARA_P100001191	0-100	200	6.3448	-103.0119	407.69	321.82	9.72	0.41	24.91	1.42	4.86	12.35	8.71	9.72	11.34	15.39	0.00	0.20	6.28	0.00	0.00	1.01	1.82	122.94	2.43	0.00	54.08	4.46	11.95	0.00	1.22	0.00	4.46	0.00	33.42	58.73	5.06	0.00	0.00	0.00	0.00	161.62	33.42	0.00	0.00	112.81	38.89
wp2	TARA_139	TARA_P100001216	0-100	200	6.3493	-95.1820	1912.30	1632.00	0.59	4.15	24.89	2.37	155.85	32.00	20.74	29.04	24.30	21.33	0.00	0.00	4.74	0.00	0.00	1.19	0.59	1006.80	2.37	0.00	48.59	22.52	20.74	0.00	0.00	0.00	4.74	0.00	292.15	158.22	9.48	0.00	2.37	1.78	0.59	1076.10	292.15	0.00	0.00	208.59	130.96
wp2	TARA_140	TARA_P100001229	0-100	200	7.4155	-79.3107	2365.02	1726.50	176.21	29.26	125.26	21.05	47.16	31.16	51.37	76.21	58.95	101.47	0.00	6.74	0.42	0.00	0.00	6.74	1.26	758.95	0.42	14.32	128.63	3.37	20.42	6.95	0.00	0.00	13.68	0.00	176.00	546.74	6.95	0.00	0.21	0.00	7.16	833.89	176.00	6.95	0.00	675.37	35.58
wp2	TARA_141	TARA_K100000734	0-100	200	9.8432	-80.0613	1055.37	670.12	82.82	2.93	92.44	8.37	46.01	30.54	75.71	21.33	76.13	28.86	0.00	3.76	0.00	0.00	0.00	0.00	9.62	308.29	1.25	3.76	97.88	3.76	0.42	22.17	0.84	0.00	0.00	0.00	7.95	40.58	112.94	0.00	0.00	0.42	17.99	458.88	7.95	22.17	0.00	138.88	35.14
wp2	TARA_142	TARA_K100000741	0-100	200	25.5516	-86.1560	362.28	241.75	24.73	1.26	24.82	5.24	20.95	7.56	6.11	10.18	9.31	19.88	0.00	4.17	0.00	0.00	0.00	0.10	0.58	91.44	3.49	0.87	39.86	0.10	1.26	0.10	0.00	0.00	2.42	0.00	50.23	41.31	2.33	0.68	1.07	0.19	0.00	104.34	50.23	0.10	0.00	81.36	11.64
wp2	TARA_143	TARA_K100000776	0-100	200	30.0803	-79.5281	530.73	420.94	10.67	1.04	20.55	6.76	31.48	4.68	3.64	15.87	10.67	15.09	0.00	2.34	0.26	0.00	0.00	0.26	1.30	196.16	6.76	0.00	58.02	0.00	2.08	3.12	0.52	0.00	6.76	0.00	34.08	73.11	2.60	0.26	0.00	0.00	1.04	218.02	34.08	3.12	0.00	131.12	21.85
wp2	TARA_144	TARA_K100000825	0-100	200	35.8180	-73.6278	600.13	419.81	19.81	8.63	56.89	7.87	9.90	18.29	18.03	20.06	20.06	22.10	0.00	0.00	2.79	0.00	0.00	0.25	1.27	227.05	2.54	0.25	34.29	0.25	2.03	3.81	0.00	0.00	12.70	0.00	62.48	60.19	1.27	0.00	0.00	0.51	2.03	252.44	62.48	3.81	0.00	94.98	7.62
wp2	TARA_145	TARA_K100000814	0-100	200	39.1839	-70.0565	100.02	75.52	1.10	1.12	1.98	0.40	3.70	8.64	1.64	1.40	2.08	4.86	0.00	0.00	0.64	0.00	0.00	0.00	0.02	46.68	0.02	0.64	0.34	0.34	0.00	0.00	0.00	0.00	0.00	0.00	25.78	0.68	0.00	0.00	0.00	0.00	0.32	48.66	25.78	0.00	0.00	1.02	1.00
wp2	TARA_147	TARA_P100001293	0-100	200	32.9779	-66.5472	82.67	41.12	8.13	4.69	3.27	0.22	4.17	5.63	3.05	4.13	3.87	8.47	0.00	0.00	5.51	0.00	0.00	0.00	0.13	17.12	0.04	0.09	0.30	0.00	0.00	0.09	0.00	0.00	0.26	0.00	15.44	0.17	0.00	0.00	0.00	0.00	0.00	23.14	15.44	0.09	0.00	0.47	0.82
wp2	TARA_148	TARA_P100001303	0-100	200	32.5931	-61.4917	224.07	131.02	4.35	5.33	23.02	2.32	2.81	8.42	6.18	7.51	8.77	33.90	0.00	0.00	16.21	0.00	0.00	0.00	0.42	56.14	1.12	0.00	6.25	0.42	0.00	0.70	0.14	0.00	0.14	0.00	36.70	0.70	0.70	0.00	0.00	0.42	0.00	75.30	36.70	0.70	0.00	7.37	9.05
wp2	TARA_149	TARA_P100001315	0-100	200	34.0862	-49.8109	178.46	120.12	5.91	2.95	23.14	0.49	0.98	12.55	5.91	2.46	7.38	3.94	0.00	0.00	4.43	0.00	0.00	0.00	1.72	65.97	0.00	0.74	4.92	0.98	0.00	0.00	0.00	0.00	0.49	0.00	27.32	7.38	0.00	0.00	0.00	0.49	0.25	74.59	27.32	0.00	0.00	12.80	3.94
wp2	TARA_150	TARA_P100001346	0-100	200	35.8387	-37.1607	637.09	555.64	7.90	3.74	14.13	1.66	0.83	12.05	7.90	11.22	11.22	24.10	0.00	0.00	7.48	0.00	0.00	0.00	2.49	387.74	2.08	0.42	12.05	0.00	1.66	0.42	0.00	0.00	7.06	0.00	25.77	71.07	0.83	0.00	0.00	1.25	0.42	410.18	25.77	0.42	0.00	84.36	78.55
wp2	TARA_151	TARA_P100001992	0-100	200	35.8528	-29.1851	646.23	489.14	24.94	9.56	38.65	7.06	5.40	22.03	13.71	19.95	19.95	17.46	0.00	0.00	8.73	0.00	0.00	0.00	6.23	221.51	3.74	0.83	49.04	1.25	2.91	0.00	1.25	0.00	12.47	0.00	23.27	111.38	1.66	0.00	0.00	1.66	0.00	260.57	23.27	0.00	0.00	162.08	43.64
wp2	TARA_152	TARA_P100002117	0-100	200	43.2231	-17.5565	1641.83	1352.40	0.14	0.00	9.86	23.29	195.14	0.00	6.71	49.71	7.14	4.57	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1017.70	0.14	5.00	0.29	0.00	0.00	4.86	0.00	0.00	0.00	0.00	209.00	13.86	0.14	0.00	0.00	0.00	0.00	1023.00	209.00	4.86	0.00	14.14	161.43
wp2	TARA_153	TARA_P100002102	0-100	200	44.0565	-16.5436	862.22	721.78	0.44	0.44	2.67	8.44	84.44	0.00	8.89	31.56	11.11	3.56	0.00	0.00	0.00	0.00	0.00	0.00	0.00	568.89	1.78	9.33	0.44	0.00	0.44	0.00	0.00	0.00	0.00	0.00	115.11	3.56	1.78	0.00	0.00	0.00	0.00	582.22	115.11	0.00	0.00	4.00	43.56
wp2	TARA_155	TARA_P100004547	0-100	200	54.5963	-16.6663	149.43	81.10	3.28	10.11	28.59	1.85	2.40	0.46	8.72	3.66	9.14	9.77	0.08	0.00	2.40	0.00	0.00	0.00	7.54	27.96	0.00	0.08	0.08	1.01	0.00	0.67	0.00	0.00	2.74	0.00	31.87	1.26	0.00	0.00	2.61	0.00	0.00	44.34	31.87	0.67	0.00	1.35	1.64
wp2	TARA_157	TARA_P100004029	0-100	200	65.6752	-1.7654	11003.37	10432.00	128.00	13.47	34.11	0.00	60.63	98.53	41.26	87.58	155.79	107.79	0.00	0.00	60.63	0.00	0.00	0.00	1136.00	4057.70	0.00	128.00	0.00	0.00	0.42	0.00	0.00	0.00	8.00	0.00	1478.30	936.42	0.00	0.00	0.00	0.00	0.00	5390.70	1478.30	0.00	0.00	936.42	2449.30
wp2	TARA_158	TARA_P100004213	0-100	200	67.1869	0.3020	6410.04	5709.70	15.54	64.00	99.66	26.51	200.23	117.94	96.00	58.51	101.49	31.09	14.63	0.00	7.31	0.00	0.00	0.00	841.14	3217.40	0.00	7.31	7.31	0.00	3.66	0.00	0.00	0.00	0.91	0.00	706.74	417.83	0.00	0.00	0.00	0.00	0.00	4077.70	706.74	0.00	0.00	425.14	407.77
wp2	TARA_159	TARA_P100004223	0-100	200	68.9846	2.1404	1081.94	686.90	9.93	8.28	42.48	94.90	68.41	82.21	22.62	14.90	30.35	52.41	1.10	0.00	1.10	0.00	0.00	0.00	129.66	100.41	0.00	0.00	0.00	0.00	2.76	0.00	1.10	0.00	1.66	0.00	401.10	25.38	0.00	0.00	0.00	0.00	0.00	236.69	401.10	0.00	0.00	25.38	32.55
wp2	TARA_160	TARA_P100004225	0-100	200	70.3568	3.6021	1082.98	831.09	3.66	2.74	26.06	36.57	12.34	46.63	42.51	10.06	56.23	76.80	0.00	0.00	1.83	0.00	0.00	0.00	307.20	69.49	0.00	1.83	0.00	0.00	1.83	0.00	0.00	0.00	1.37	0.00	431.54	4.57	0.00	0.00	0.00	0.00	0.00	383.54	431.54	0.00	0.00	4.57	41.60
wp2	TARA_161	TARA_P100004196	0-100	200	72.3747	3.9192	648.69	541.91	2.43	0.00	0.35	0.70	0.35	17.74	76.52	5.22	30.61	4.17	0.00	0.00	0.70	0.00	0.00	0.00	350.61	61.22	0.00	0.00	0.00	0.35	0.00	0.00	0.00	0.00	8.70	0.00	91.83	0.00	0.00	0.00	0.00	0.00	0.00	421.57	91.83	0.00	0.00	0.00	32.35
wp2	TARA_162	TARA_P100004194	0-100	200	74.1670	3.9098	2376.03	2037.50	6.74	0.00	0.42	0.00	0.00	37.05	155.79	1.68	160.00	138.53	0.00	0.00	8.42	0.00	0.00	0.00	121.26	304.00	0.00	18.53	0.00	0.00	0.00	1.68	0.00	0.00	0.00	0.00	1248.40	170.53	0.00	0.00	0.00	0.00	0.00	452.21	1248.40	1.68	0.00	170.53	176.42
wp2	TARA_163	TARA_P100004234	0-100	200	76.0888	1.4763	83.17	68.69	0.00	0.00	0.07	0.07	0.00	1.72	1.79	0.28	1.72	10.69	0.00	0.00	0.00	0.00	0.00	0.00	19.72	11.10	0.00	0.14	0.00	0.00	0.00	0.00	0.00	0.00	0.07	0.00	31.72	3.72	0.00	0.00	0.00	0.00	0.00	31.03	31.72	0.00	0.00	3.72	2.00
wp2	TARA_167	TARA_G100019267	0-100	200	71.0055	38.7136	281.55	155.66	1.14	0.34	0.00	0.29	0.00	19.66	5.26	80.23	12.91	22.06	0.00	0.00	0.46	0.00	0.00	0.00	51.37	17.71	0.00	0.46	0.00	0.00	0.00	0.00	0.00	0.00	0.69	0.00	80.17	0.46	0.00	0.00	0.00	0.00	0.00	70.69	80.17	0.00	0.00	0.46	3.94
wp2	TARA_168	TARA_P100004277	0-100	200	72.5593	44.0922	501.13	366.30	4.78	0.87	0.00	1.09	0.00	22.52	17.91	84.48	38.57	4.22	0.00	0.00	0.00	0.00	0.00	0.00	125.70	75.30	0.00	0.70	0.00	0.00	0.35	0.04	0.00	0.00	6.26	0.00	143.96	1.43	0.00	0.00	0.00	0.00	0.00	208.30	143.96	0.04	0.00	1.43	29.57
wp2	TARA_169	TARA_P100004295	0-100	200	74.3780	47.2286	1821.49	1556.70	19.39	0.09	17.46	13.82	0.00	116.67	4.09	77.76	39.03	17.52	0.00	0.00	1.94	0.00	0.00	0.00	1242.50	116.42	0.00	5.82	0.00	0.00	0.00	0.00	0.00	0.00	1.94	0.00	118.30	0.00	0.00	0.00	0.00	0.00	0.00	1368.60	118.30	0.00	0.00	0.00	23.36
wp2	TARA_170	TARA_P100004302	0-100	200	75.9359	51.8516	1497.26	1253.10	96.96	0.32	11.84	4.80	0.00	11.52	61.76	11.84	70.40	47.68	0.00	0.00	0.00	0.00	0.00	0.00	859.84	153.92	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.56	0.00	186.56	1.28	0.00	0.00	0.00	0.00	0.00	1016.30	186.56	0.00	0.00	1.28	50.24
wp2	TARA_171	TARA_P100004307	0-100	200	77.5930	58.6430	1704.70	1054.40	0.09	0.37	261.70	39.63	5.15	13.24	60.69	17.66	70.16	256.92	0.00	3.68	2.94	0.00	0.00	0.00	328.92	323.03	0.00	20.78	0.00	0.00	0.00	0.00	0.00	0.00	3.31	0.00	304.74	1.47	0.00	0.00	0.00	0.00	0.00	678.99	304.74	0.00	0.00	1.47	54.62
wp2	TARA_172	TARA_P100004315	0-100	200	77.9444	68.0627	2289.55	1624.80	0.00	1.21	3.62	3.62	1.21	3.62	9.66	54.34	38.64	594.11	0.00	1.21	3.62	0.00	0.00	0.00	647.85	168.45	0.00	6.04	0.00	0.00	0.60	1.81	0.00	0.00	5.43	0.00	626.11	3.62	0.00	0.00	0.00	0.00	0.00	832.00	626.11	1.81	0.00	3.62	122.57
wp2	TARA_173	TARA_P100004343	0-50	200	78.9537	79.3788	2240.55	910.00	2.00	0.75	27.00	11.50	4.25	2.25	68.00	142.00	59.00	1089.00	0.00	0.00	0.00	0.00	0.00	0.00	224.50	206.75	0.00	4.00	0.00	0.00	0.00	22.75	0.00	0.00	2.50	0.00	409.00	2.00	0.00	0.00	0.00	0.00	0.00	437.75	409.00	22.75	0.00	2.00	39.00
wp2	TARA_174	TARA_P100004350	0-100	200	79.0173	71.6373	2710.79	1413.10	0.00	1.68	48.84	9.26	5.05	11.79	34.53	44.63	50.53	1146.90	0.00	0.00	1.68	0.00	0.00	0.00	634.95	265.26	0.00	5.05	0.00	0.00	0.00	0.00	0.00	0.00	50.53	0.00	346.11	8.42	0.00	0.00	0.00	0.00	0.00	957.47	346.11	0.00	0.00	8.42	71.58
wp2	TARA_175	TARA_P100004349	0-100	200	79.2990	66.3922	654.96	492.35	9.57	2.09	33.57	0.70	27.83	2.43	28.17	17.91	29.04	41.04	0.00	0.00	1.04	0.00	0.00	0.00	109.74	83.65	0.00	0.70	0.00	0.00	1.57	0.00	0.35	0.00	1.91	0.00	274.43	3.13	0.00	0.00	0.00	0.00	0.00	198.96	274.43	0.00	0.00	3.13	16.35
wp2	TARA_176	TARA_P100004388	0-100	200	77.7446	65.4462	4899.85	3572.20	0.00	0.00	24.76	31.24	33.52	9.90	11.81	51.81	43.43	1179.80	0.00	0.00	6.10	0.00	0.00	0.00	1627.00	418.67	0.00	15.24	0.00	0.00	0.00	3.05	9.14	0.00	3.43	0.00	1171.00	15.24	0.00	0.00	0.00	0.00	0.00	2079.60	1171.00	3.05	0.00	15.24	251.05
wp2	TARA_177	TARA_P100004415	0-100	200	77.8714	71.7492	1351.10	1118.80	0.00	4.74	24.89	7.11	13.04	2.37	8.30	39.11	16.59	136.30	0.00	0.00	0.00	0.00	0.00	0.00	689.78	225.19	0.00	1.19	0.00	1.19	0.00	0.00	0.00	0.00	1.19	0.00	150.52	0.00	0.00	0.00	0.00	0.00	0.00	918.52	150.52	0.00	0.00	0.00	23.70
wp2	TARA_178	TARA_P100004006	0-100	200	77.2098	73.2033	3509.30	2837.30	0.00	4.27	40.53	19.20	10.67	6.40	119.47	61.87	147.20	430.93	0.00	0.00	8.53	0.00	0.00	0.00	1945.60	456.53	0.00	4.27	0.00	0.00	0.00	4.27	0.00	0.00	0.00	0.00	183.47	0.00	0.00	0.00	0.00	0.00	0.00	2414.90	183.47	4.27	0.00	0.00	179.20
wp2	TARA_179	TARA_P100004005	0-50	200	75.5401	74.5639	3807.40	2297.40	0.00	36.80	3.20	0.00	45.80	8.40	91.00	234.20	87.60	1113.00	0.00	0.00	3.20	0.00	0.00	0.00	75.00	716.00	0.00	99.60	0.00	0.20	0.00	0.40	0.00	0.00	0.20	0.00	1331.40	3.20	0.00	0.00	0.00	0.00	0.00	894.20	1331.40	0.40	0.00	3.20	81.40
wp2	TARA_180	TARA_P100004001	0-50	200	74.8024	76.1503	1352.16	647.83	0.00	5.17	188.67	0.00	0.00	124.33	65.50	256.50	49.67	72.17	0.00	0.00	0.00	0.00	0.00	0.00	51.67	264.33	0.00	45.50	0.00	0.00	0.00	0.00	0.00	0.00	3.00	0.00	256.50	2.67	0.00	0.00	0.00	0.00	0.00	364.50	256.50	0.00	0.00	2.67	32.00
wp2	TARA_181	TARA_P100003997	0-20	200	73.9797	77.0954	1192.17	1116.00	0.00	1.83	2.67	0.00	1.33	10.50	19.00	3.00	30.67	40.50	0.00	0.00	0.00	0.00	0.00	0.00	57.33	610.17	0.00	120.17	0.00	0.00	1.83	0.00	0.67	0.00	35.50	0.00	126.00	0.00	0.00	0.00	0.00	0.00	0.00	825.67	126.00	0.00	0.00	0.00	233.33
wp2	TARA_182	TARA_P100003894	0-44	200	75.9658	78.6516	2302.95	1322.60	0.00	4.34	264.34	0.00	30.04	1.70	197.53	266.13	189.79	216.43	0.00	0.00	0.00	0.00	0.00	0.00	95.15	399.15	0.00	19.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	775.49	0.00	0.00	0.00	0.00	0.00	0.00	513.36	775.49	0.00	0.00	0.00	46.55
wp2	TARA_183	TARA_P100003875	0-100	200	77.4675	75.7686	1869.70	1469.70	0.00	2.29	10.67	0.76	6.10	3.81	183.62	67.05	201.90	134.86	0.00	0.00	0.00	0.00	0.00	0.00	838.86	301.71	0.00	1.52	0.00	0.00	0.00	0.00	0.00	0.00	1.52	0.00	177.52	0.00	0.00	0.00	0.00	0.00	0.00	1143.60	177.52	0.00	0.00	0.00	140.19
wp2	TARA_184	TARA_P100003779	0-100	200	79.0417	69.6530	2134.02	1614.30	0.00	0.55	38.62	2.76	3.31	4.41	43.59	49.10	56.28	379.59	0.00	0.00	8.83	0.00	0.00	0.00	593.66	323.31	0.00	6.62	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	541.79	8.83	0.00	0.00	0.00	0.00	0.00	932.41	541.79	0.00	0.00	8.83	93.24
wp2	TARA_185	TARA_P100004260	0-100	200	79.6732	60.8795	2866.11	1911.40	0.00	0.22	3.75	0.00	71.06	10.59	55.39	21.41	73.71	813.46	0.00	0.00	7.06	0.00	0.00	0.00	1049.20	240.55	0.00	0.00	0.00	0.00	0.22	0.00	0.00	0.00	0.00	0.00	290.65	3.53	0.00	0.00	0.00	0.00	0.00	1297.00	290.65	0.00	0.00	3.53	111.89
wp2	TARA_186	TARA_P100003773	0-100	200	79.0467	74.1388	4832.03	4711.30	0.00	0.00	18.91	4.36	17.46	13.09	36.36	5.82	65.46	24.73	0.00	0.00	0.00	0.00	0.00	0.00	1303.30	1816.70	0.00	13.09	0.00	0.00	0.00	0.00	0.00	0.00	1.45	0.00	901.82	0.00	0.00	0.00	0.00	0.00	0.00	3134.50	901.82	0.00	0.00	0.00	674.91
wp2	TARA_187	TARA_P100003768	0-100	200	78.1182	86.5582	3522.63	3161.30	0.00	1.33	18.67	4.00	0.00	9.33	92.00	98.67	93.33	156.00	0.00	0.00	2.67	0.00	0.00	0.00	1198.70	734.67	0.00	5.33	0.00	0.00	9.33	0.00	0.00	0.00	46.67	0.00	914.67	5.33	0.00	0.00	0.00	0.00	0.00	1997.30	914.67	0.00	0.00	5.33	165.33
wp2	TARA_188	TARA_P100003733	0-31	200	78.2528	91.8537	5218.00	2696.00	0.00	1.00	88.75	0.25	16.50	5.00	193.75	68.75	213.75	2168.30	0.00	0.00	0.00	0.00	0.00	0.00	123.00	588.50	0.00	28.00	0.00	0.00	0.00	12.00	0.00	0.00	0.75	0.00	1873.00	8.00	0.00	0.00	0.00	0.00	0.00	740.25	1873.00	12.00	0.00	8.00	16.50
wp2	TARA_189	TARA_P100003745	0-100	200	78.0209	116.4497	211.15	176.96	0.00	0.00	2.19	0.27	0.82	5.47	9.03	3.83	14.77	14.22	0.00	0.00	0.27	0.00	0.00	0.00	58.80	12.58	0.00	0.00	0.00	0.00	0.55	0.27	0.27	0.00	3.01	0.00	92.17	1.91	0.00	0.00	0.00	0.00	0.00	75.49	92.17	0.27	0.00	1.91	23.52
